INFO:train:3folds_5_128__mixup_5_2_ val_acc: [1.1506012950172617, 0.7127054362321171]
INFO:train:_mel_mfcc_1d_2folds_5_128_128_debug_mixup_5_2_ val_loss: 12.0425 val_acc: 0.1500
INFO:train:_mel_mfcc_1d_2folds_5_128_128_debug_mixup_5_2_ val_loss: 10.5951 val_acc: 0.1500
INFO:train:mel_2rdcnn_256x64_globalmax_3folds_5_128_ val_loss: 1.3742 val_acc: 0.6403
INFO:train:mel_2rdcnn_256x64_globalmax_3folds_5_128_ val_loss: 1.5714 val_acc: 0.5711
INFO:train:mel_vgg11_256x64_globalmax_3folds_5_128_ val_loss: 1.1047 val_acc: 0.7146
INFO:train:mel_vgg11_256x64_globalmax_3folds_5_128_ val_loss: 1.1231 val_acc: 0.7047
INFO:train:mel_vgg11_256x64_globalmax_3folds_5_128_ val_loss: 1.2536 val_acc: 0.7159
INFO:train:mel_vgg11_256x64_globalmaxavg_dropout_3folds_5_128_ val_loss: 1.1074 val_acc: 0.6960
INFO:train:mel_vgg11_256x64_globalmaxavg_dropout_3folds_5_128_ val_loss: 0.9806 val_acc: 0.7566
INFO:train:mel_vgg11_256x64_globalmaxavg_dropout_3folds_5_128_ val_loss: 0.9638 val_acc: 0.7455
INFO:train:mel_vgg11_256x64_globalmaxavg_dropout_3folds_5_128_ val_loss: 1.2215 val_acc: 0.6679
INFO:train:mel_2rdcnn_256x64_globalmax_dropout_3folds_5_128_ val_loss: 1.2512 val_acc: 0.6602
INFO:train:mel_2rdcnn_256x64_globalmax_dropout_3folds_5_128_ val_loss: 1.1666 val_acc: 0.6874
INFO:train:mel_vgg11_256x64_globalmax_dropout_argu_3folds_5_128_ val_loss: 0.9475 val_acc: 0.7734
INFO:train:mel_vgg11_256x64_globalmax_dropout_argu_3folds_5_128_ val_loss: 1.0195 val_acc: 0.7822
INFO:train:mel_vgg11_256x64_globalmax_dropout_argu_3folds_5_128_ val_loss: 1.1889 val_acc: 0.7692
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.9180 val_acc: 0.8000
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8415 val_acc: 0.7880
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.7308 val_acc: 0.8393
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.6940 val_acc: 0.8391
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8423 val_acc: 0.8011
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8290 val_acc: 0.8076
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8402 val_acc: 0.7862
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8863 val_acc: 0.8038
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8228 val_acc: 0.8142
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8720 val_acc: 0.8088
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.9324 val_acc: 0.7853
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.9163 val_acc: 0.7817
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.7761 val_acc: 0.8214
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.7816 val_acc: 0.8233
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8865 val_acc: 0.8137
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8612 val_acc: 0.8076
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.9241 val_acc: 0.7884
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8973 val_acc: 0.7975
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8100 val_acc: 0.7951
INFO:train:mfcc_vgg11_256x64_gd_10folds_5_128__mixup_3_2__augu_3_ val_loss: 0.8384 val_acc: 0.8120
INFO:train:mel_vgg11_256x64_gd_3folds_5_128__mixup_1_2__augu_3_ val_loss: 0.9771 val_acc: 0.7497
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.1784 val_acc: 0.7047
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.1675 val_acc: 0.7048
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.2002 val_acc: 0.7019
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.1596 val_acc: 0.7069
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.2291 val_acc: 0.6908
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.2190 val_acc: 0.6915
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.1998 val_acc: 0.7066
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2__augu_1_ val_loss: 1.2097 val_acc: 0.6786
INFO:train:mel_seresnet18_256x64_gd_2folds_5_128__mixup_1_2_augu_1_ val_loss: 1.7210 val_acc: 0.5639
INFO:train:mel_seresnet18_256x64_gd_2folds_5_128__mixup_1_2_augu_1_ val_loss: 1.4721 val_acc: 0.6231
INFO:train:mel_vgg13_256x64_gd_2folds_5_128__mixup_1_2_augu_1_ val_loss: 1.2052 val_acc: 0.6925
INFO:train:mel_vgg11_256x64_gd_2folds_5_128__mixup_1_2_augu_1__trim val_loss: 1.4044 val_acc: 0.6195
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_2_2_ val_loss: 0.9352 val_acc: 0.7770
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0233 val_acc: 0.7937
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0179 val_acc: 0.7853
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0179 val_acc: 0.7853
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9870 val_acc: 0.7754
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8595 val_acc: 0.8015
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8393 val_acc: 0.8044
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8973 val_acc: 0.7916
INFO:train:_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9318 val_acc: 0.7833
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 0.9435 val_acc: 0.7759
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 1.0349 val_acc: 0.7735
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 1.0350 val_acc: 0.7837
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 0.9591 val_acc: 0.7898
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 0.9472 val_acc: 0.7927
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 0.9855 val_acc: 0.7874
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 1.0111 val_acc: 0.7671
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_5_2_ val_loss: 0.8272 val_acc: 0.8225
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9855 val_acc: 0.7874
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0111 val_acc: 0.7671
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8272 val_acc: 0.8225
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8884 val_acc: 0.8086
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.8973 val_acc: 0.7916
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9435 val_acc: 0.7759
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0349 val_acc: 0.7735
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 1.0350 val_acc: 0.7837
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9591 val_acc: 0.7898
INFO:train:mix512_mel_mfcc_1d_10folds_5_128_128_mixup_3_2_ val_loss: 0.9472 val_acc: 0.7927
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2_augu_3_ val_loss: 0.9998 val_acc: 0.7686
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2_augu_3_ val_loss: 1.0216 val_acc: 0.7634
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2_augu_3_ val_loss: 0.9421 val_acc: 0.7853
INFO:train:mel_vgg11_256x64_gd_10folds_5_128__mixup_3_2_augu_3_ val_loss: 0.9759 val_acc: 0.7728
INFO:train:mel_vgg11_no_mix_10folds_5_128_augu_3_ val_loss: 0.9528 val_acc: 0.7675
INFO:train:numeric_numeric_64x2_numeric_10folds_5_128_augu_3_ val_loss: 1.3377 val_acc: 0.6503
INFO:train:numeric_numeric_64x2_64x2_10folds_5_128_augu_3_ val_loss: 1.5173 val_acc: 0.5990
INFO:train:numeric_numeric_64x2_128_10folds_5_128_augu_3_ val_loss: 1.5426 val_acc: 0.5937
INFO:train:numeric_numeric_64x2_128_b_10folds_5_128_augu_3_ val_loss: 1.3943 val_acc: 0.6429
INFO:train:numeric_numeric_64x2_512_10folds_5_128_augu_3_ val_loss: 1.2559 val_acc: 0.6796
INFO:train:numeric_numeric_1024_10folds_5_128_augu_3_ val_loss: 1.2465 val_acc: 0.6743
INFO:train:numeric_numeric_1024_10folds_5_128__mixup_3_2_augu_3_ val_loss: 1.4113 val_acc: 0.6545
INFO:train:numeric_numeric_mix1_10folds_5_128__mixup_1_2_augu_3_ val_loss: 1.5810 val_acc: 0.6262
INFO:train:numeric_numeric_512b_10folds_5_128_augu_3_ val_loss: 1.2840 val_acc: 0.6597
INFO:train:numeric_numeric_mix0_10folds_5_128__mixup_2_2_augu_3_ val_loss: 1.4260 val_acc: 0.6440
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.2592 val_acc: 0.6681
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.3500 val_acc: 0.6401
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.0020 val_acc: 0.7384
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.1045 val_acc: 0.7056
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.2509 val_acc: 0.6505
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.2915 val_acc: 0.6480
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.3117 val_acc: 0.6413
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.3299 val_acc: 0.6585
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.2087 val_acc: 0.6592
INFO:train:numeric_numeric_mix0_10folds_5_128_augu_3_ val_loss: 1.3131 val_acc: 0.6368
INFO:train:mix_num_mel_mfcc_1d_10folds_5_128_128 val_loss: 0.9718 val_acc: 0.7738
INFO:train:mix_num_mel_mfcc_numeric_10folds_5_128_128 val_loss: 1.0123 val_acc: 0.7466
INFO:train:mel_vgg11_no_mix_trim_10folds_5_128_augu_3__trim val_loss: 1.1349 val_acc: 0.7560
INFO:train:mix_num_mel_mfcc_1d_num_128_10folds_5_128_128_mixup_2_2_ val_loss: 1.0804 val_acc: 0.7487
INFO:train:mel_pre_vgg16_pre_vgg16_10folds_5_128_augu_3_ val_loss: 1.3348 val_acc: 0.7309
INFO:train:mel_pre_vgg19_pre_vgg19_10folds_5_128_augu_3_ val_loss: 1.4599 val_acc: 0.7005
INFO:train:mel_pre_xception_pre_xception_10folds_5_128_augu_3_ val_loss: 1.1002 val_acc: 0.7906
INFO:train:mel_vgg11_vgg11_2folds_5_128__debugaugu_3_ val_loss: 5.8247 val_acc: 0.0000
INFO:train:mel_vgg11_vgg11_2folds_5_128__debugaugu_3_ val_loss: 5.8247 val_acc: 0.0000
INFO:train:mel_vgg11_vgg11_10folds_5_128_augu_3_ val_loss: 0.9935 val_acc: 0.7759
INFO:train:mel_pre_inception_resnet_v2_inception_resnet_v2_10folds_5_128_augu_3_ val_loss: 1.0158 val_acc: 0.7675
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8565 val_acc: 0.8105
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.9221 val_acc: 0.8048
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.6758 val_acc: 0.8540
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.6762 val_acc: 0.8360
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7252 val_acc: 0.8421
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7623 val_acc: 0.8192
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7963 val_acc: 0.8095
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8149 val_acc: 0.8303
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7437 val_acc: 0.8408
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8158 val_acc: 0.8312
INFO:train:mix_64-256-nocnn1d_mix_64-256-nocnn1d_5_5_128_128_mixup_2_2_ val_loss: 1.0988 val_acc: 0.7491
INFO:train:mix_256-64-nocnn1d_mix_256-64-nocnn1d_5_5_128_128_mixup_2_2_ val_loss: 1.0156 val_acc: 0.7607
INFO:train:mix_128-64-nocnn1d_mix_128-64-nocnn1d_5_5_128_128_mixup_2_2_ val_loss: 1.0162 val_acc: 0.7649
INFO:train:mel_pre_xception_pre_xception_mix2_normalize_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8683 val_acc: 0.8010
INFO:train:mfcc_pre_inception_resnet_v2_inception_resnet_v2_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 1.0744 val_acc: 0.7497
INFO:train:mfcc_pre_xception_pre_xception_mix2_2folds_5_128__debug_mixup_5_2_augu_3_ val_loss: 16.1181 val_acc: 0.0000
INFO:train:mfcc_pre_xception_pre_xception_mix2_10folds_5_128__mixup_5_2_augu_3_ val_loss: 1.0586 val_acc: 0.7476
INFO:train:mix_256-64-noarg_mix_256-64-noarg_10_5_128_128_mixup_5_2_ val_loss: 0.9466 val_acc: 0.7958
INFO:train:mix_256-64-noarg_mix_256-64-noarg_10_5_128_128_mixup_4_2_ val_loss: 0.9466 val_acc: 0.7958
INFO:train:mix_256-64-noarg_mix_256-64-noarg_10_5_128_128_mixup_4_2_ val_loss: 0.9304 val_acc: 0.7744
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8688 val_acc: 0.8136
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7843 val_acc: 0.8185
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7265 val_acc: 0.8351
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.6598 val_acc: 0.8549
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7243 val_acc: 0.8379
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7456 val_acc: 0.8298
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8623 val_acc: 0.8190
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.8480 val_acc: 0.8282
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7102 val_acc: 0.8450
INFO:train:mel_pre_xception_pre_xception_mix2_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.7834 val_acc: 0.8323
INFO:train:mfcc_pre_xception_pre_xception_mix32_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.9034 val_acc: 0.7916
INFO:train:mfcc_pre_xception_pre_xception_mix32_10folds_5_128__mixup_2_2_augu_3_ val_loss: 0.9596 val_acc: 0.7880
